Municipios;Sexo;Periodo;Total
11012 Cádiz;Ambos sexos;2020;19,71
11012 Cádiz;Ambos sexos;2019;19,52
11012 Cádiz;Ambos sexos;2018;19,7
11012 Cádiz;Ambos sexos;2017;19,57
11012 Cádiz;Ambos sexos;2016;19,54
11012 Cádiz;Ambos sexos;2015;19,44
11012 Cádiz;Ambos sexos;2014;19,45
11012 Cádiz;Hombres;2021;17,61
11012 Cádiz;Hombres;2020;17,42
11012 Cádiz;Hombres;2019;17,13
11012 Cádiz;Hombres;2018;17,49
11012 Cádiz;Hombres;2017;17,41
11012 Cádiz;Hombres;2016;17,35
11012 Cádiz;Hombres;2015;17,2
11012 Cádiz;Hombres;2014;17,18
11012 Cádiz;Mujeres;2021;21,54
11012 Cádiz;Mujeres;2020;21,58
11012 Cádiz;Mujeres;2019;21,47
11012 Cádiz;Mujeres;2018;21,47
11012 Cádiz;Mujeres;2017;21,28
11012 Cádiz;Mujeres;2016;21,28
11012 Cádiz;Mujeres;2015;21,24
11012 Cádiz;Mujeres;2014;21,28
07011 Calvià;Ambos sexos;2021;21,06
07011 Calvià;Ambos sexos;2020;21,35
07011 Calvià;Ambos sexos;2019;20,75
07011 Calvià;Ambos sexos;2018;""
07011 Calvià;Ambos sexos;2017;""
07011 Calvià;Ambos sexos;2016;""
07011 Calvià;Ambos sexos;2015;""
07011 Calvià;Ambos sexos;2014;19,45
07011 Calvià;Hombres;2021;19,25
07011 Calvià;Hombres;2020;19,39
07011 Calvià;Hombres;2019;19
07011 Calvià;Hombres;2018;""
07011 Calvià;Hombres;2017;""
07011 Calvià;Hombres;2016;""
07011 Calvià;Hombres;2015;""
07011 Calvià;Hombres;2014;17,68
07011 Calvià;Mujeres;2021;22,89
07011 Calvià;Mujeres;2020;23,35
07011 Calvià;Mujeres;2019;22,48
07011 Calvià;Mujeres;2018;""
07011 Calvià;Mujeres;2017;""
07011 Calvià;Mujeres;2016;""
07011 Calvià;Mujeres;2015;""
07011 Calvià;Mujeres;2014;21,34
30016 Cartagena;Ambos sexos;2021;19,92
30016 Cartagena;Ambos sexos;2020;19,93
30016 Cartagena;Ambos sexos;2019;20,02
30016 Cartagena;Ambos sexos;2018;20,09
30016 Cartagena;Ambos sexos;2017;20,07
30016 Cartagena;Ambos sexos;2016;19,82
30016 Cartagena;Ambos sexos;2015;19,91
30016 Cartagena;Ambos sexos;2014;19,95
30016 Cartagena;Hombres;2021;17,88
30016 Cartagena;Hombres;2020;17,96
30016 Cartagena;Hombres;2019;18,13
30016 Cartagena;Hombres;2018;18,26
30016 Cartagena;Hombres;2017;18,16
30016 Cartagena;Hombres;2016;17,85
30016 Cartagena;Hombres;2015;17,97
30016 Cartagena;Hombres;2014;18,05
30016 Cartagena;Mujeres;2021;21,76
30016 Cartagena;Mujeres;2020;21,7
30016 Cartagena;Mujeres;2019;21,69
30016 Cartagena;Mujeres;2018;21,68
30016 Cartagena;Mujeres;2017;21,73
30016 Cartagena;Mujeres;2016;21,53
30016 Cartagena;Mujeres;2015;21,58
30016 Cartagena;Mujeres;2014;21,56
08056 Castelldefels;Ambos sexos;2021;19,99
08056 Castelldefels;Ambos sexos;2020;20,32
08056 Castelldefels;Ambos sexos;2019;20,19
08056 Castelldefels;Ambos sexos;2018;20,35
08056 Castelldefels;Ambos sexos;2017;19,87
08056 Castelldefels;Ambos sexos;2016;19,85
08056 Castelldefels;Ambos sexos;2015;20,01
08056 Castelldefels;Ambos sexos;2014;20,17
08056 Castelldefels;Hombres;2021;17,71
08056 Castelldefels;Hombres;2020;18,13
08056 Castelldefels;Hombres;2019;18,12
08056 Castelldefels;Hombres;2018;18,64
08056 Castelldefels;Hombres;2017;17,97
08056 Castelldefels;Hombres;2016;17,92
08056 Castelldefels;Hombres;2015;18,04
08056 Castelldefels;Hombres;2014;18,37
08056 Castelldefels;Mujeres;2021;22,01
08056 Castelldefels;Mujeres;2020;22,26
08056 Castelldefels;Mujeres;2019;22,05
08056 Castelldefels;Mujeres;2018;21,82
08056 Castelldefels;Mujeres;2017;21,52
08056 Castelldefels;Mujeres;2016;21,53
08056 Castelldefels;Mujeres;2015;21,68
08056 Castelldefels;Mujeres;2014;21,75
12040 Castelló de la Plana;Ambos sexos;2021;20,84
12040 Castelló de la Plana;Ambos sexos;2020;20,75
12040 Castelló de la Plana;Ambos sexos;2019;20,63
12040 Castelló de la Plana;Ambos sexos;2018;20,71
12040 Castelló de la Plana;Ambos sexos;2017;20,67
12040 Castelló de la Plana;Ambos sexos;2016;20,57
12040 Castelló de la Plana;Ambos sexos;2015;20,41
12040 Castelló de la Plana;Ambos sexos;2014;20,4
12040 Castelló de la Plana;Hombres;2021;18,72
12040 Castelló de la Plana;Hombres;2020;18,55
12040 Castelló de la Plana;Hombres;2019;18,41
12040 Castelló de la Plana;Hombres;2018;18,56
12040 Castelló de la Plana;Hombres;2017;18,63
12040 Castelló de la Plana;Hombres;2016;18,56
12040 Castelló de la Plana;Hombres;2015;18,32
12040 Castelló de la Plana;Hombres;2014;18,37
12040 Castelló de la Plana;Mujeres;2021;22,7
12040 Castelló de la Plana;Mujeres;2020;22,7
12040 Castelló de la Plana;Mujeres;2019;22,61
12040 Castelló de la Plana;Mujeres;2018;22,61
12040 Castelló de la Plana;Mujeres;2017;22,48
12040 Castelló de la Plana;Mujeres;2016;22,35
12040 Castelló de la Plana;Mujeres;2015;22,28
12040 Castelló de la Plana;Mujeres;2014;22,18
08266 Cerdanyola del Vallès;Ambos sexos;2021;21,74
08266 Cerdanyola del Vallès;Ambos sexos;2020;21,61
08266 Cerdanyola del Vallès;Ambos sexos;2019;21,36
08266 Cerdanyola del Vallès;Ambos sexos;2018;21,6
08266 Cerdanyola del Vallès;Ambos sexos;2017;21,45
08266 Cerdanyola del Vallès;Ambos sexos;2016;21,46
08266 Cerdanyola del Vallès;Ambos sexos;2015;21,19
08266 Cerdanyola del Vallès;Ambos sexos;2014;20,99
08266 Cerdanyola del Vallès;Hombres;2021;19,84
08266 Cerdanyola del Vallès;Hombres;2020;19,73
08266 Cerdanyola del Vallès;Hombres;2019;19,53
08266 Cerdanyola del Vallès;Hombres;2018;19,88
08266 Cerdanyola del Vallès;Hombres;2017;19,49
08266 Cerdanyola del Vallès;Hombres;2016;19,57
08266 Cerdanyola del Vallès;Hombres;2015;19,05
08266 Cerdanyola del Vallès;Hombres;2014;18,76
08266 Cerdanyola del Vallès;Mujeres;2021;23,41
08266 Cerdanyola del Vallès;Mujeres;2020;23,21
08266 Cerdanyola del Vallès;Mujeres;2019;22,94
08266 Cerdanyola del Vallès;Mujeres;2018;23,08
08266 Cerdanyola del Vallès;Mujeres;2017;23,21
08266 Cerdanyola del Vallès;Mujeres;2016;23,16
08266 Cerdanyola del Vallès;Mujeres;2015;23,1
08266 Cerdanyola del Vallès;Mujeres;2014;22,93
51001 Ceuta;Ambos sexos;2021;17,91
51001 Ceuta;Ambos sexos;2020;18,25
51001 Ceuta;Ambos sexos;2019;18,86
51001 Ceuta;Ambos sexos;2018;19,09
51001 Ceuta;Ambos sexos;2017;18,96
51001 Ceuta;Ambos sexos;2016;18,97
51001 Ceuta;Ambos sexos;2015;19,12
51001 Ceuta;Ambos sexos;2014;18,92
51001 Ceuta;Hombres;2021;16,72
51001 Ceuta;Hombres;2020;17,27
51001 Ceuta;Hombres;2019;17,95
51001 Ceuta;Hombres;2018;17,88
51001 Ceuta;Hombres;2017;17,42
51001 Ceuta;Hombres;2016;17,22
51001 Ceuta;Hombres;2015;17,2
51001 Ceuta;Hombres;2014;16,98
51001 Ceuta;Mujeres;2021;19,02
51001 Ceuta;Mujeres;2020;19,15
51001 Ceuta;Mujeres;2019;19,62
51001 Ceuta;Mujeres;2018;20,09
51001 Ceuta;Mujeres;2017;20,3
51001 Ceuta;Mujeres;2016;20,5
51001 Ceuta;Mujeres;2015;20,83
51001 Ceuta;Mujeres;2014;20,68
11015 Chiclana de la Frontera;Ambos sexos;2021;19,05
11015 Chiclana de la Frontera;Ambos sexos;2020;19,09
11015 Chiclana de la Frontera;Ambos sexos;2019;19,19
11015 Chiclana de la Frontera;Ambos sexos;2018;19,42
11015 Chiclana de la Frontera;Ambos sexos;2017;19,13
11015 Chiclana de la Frontera;Ambos sexos;2016;19,1
11015 Chiclana de la Frontera;Ambos sexos;2015;19,18
11015 Chiclana de la Frontera;Ambos sexos;2014;19,49
11015 Chiclana de la Frontera;Hombres;2021;17,61
11015 Chiclana de la Frontera;Hombres;2020;17,7
11015 Chiclana de la Frontera;Hombres;2019;17,83
11015 Chiclana de la Frontera;Hombres;2018;17,65
11015 Chiclana de la Frontera;Hombres;2017;17,45
11015 Chiclana de la Frontera;Hombres;2016;17,23
11015 Chiclana de la Frontera;Hombres;2015;17,64
11015 Chiclana de la Frontera;Hombres;2014;17,65
11015 Chiclana de la Frontera;Mujeres;2021;20,51
11015 Chiclana de la Frontera;Mujeres;2020;20,47
11015 Chiclana de la Frontera;Mujeres;2019;20,52
11015 Chiclana de la Frontera;Mujeres;2018;21,19
11015 Chiclana de la Frontera;Mujeres;2017;20,81
11015 Chiclana de la Frontera;Mujeres;2016;20,98
11015 Chiclana de la Frontera;Mujeres;2015;20,7
11015 Chiclana de la Frontera;Mujeres;2014;21,26
13034 Ciudad Real;Ambos sexos;2021;20,41
13034 Ciudad Real;Ambos sexos;2020;20,27
13034 Ciudad Real;Ambos sexos;2019;20,33
13034 Ciudad Real;Ambos sexos;2018;21,15
13034 Ciudad Real;Ambos sexos;2017;21,2
13034 Ciudad Real;Ambos sexos;2016;20,91
13034 Ciudad Real;Ambos sexos;2015;20,77
13034 Ciudad Real;Ambos sexos;2014;20,49
13034 Ciudad Real;Hombres;2021;18,12
13034 Ciudad Real;Hombres;2020;17,83
13034 Ciudad Real;Hombres;2019;17,88
13034 Ciudad Real;Hombres;2018;18,79
13034 Ciudad Real;Hombres;2017;18,73
13034 Ciudad Real;Hombres;2016;18,46
13034 Ciudad Real;Hombres;2015;18,2
13034 Ciudad Real;Hombres;2014;18,1
13034 Ciudad Real;Mujeres;2021;22,32
13034 Ciudad Real;Mujeres;2020;22,33
13034 Ciudad Real;Mujeres;2019;22,37
13034 Ciudad Real;Mujeres;2018;23,07
13034 Ciudad Real;Mujeres;2017;23,2
13034 Ciudad Real;Mujeres;2016;22,91
13034 Ciudad Real;Mujeres;2015;22,91
13034 Ciudad Real;Mujeres;2014;22,44
28047 Collado Villalba;Ambos sexos;2021;20,84
28047 Collado Villalba;Ambos sexos;2020;20,78
28047 Collado Villalba;Ambos sexos;2019;20,91
28047 Collado Villalba;Ambos sexos;2018;21,51
28047 Collado Villalba;Ambos sexos;2017;21,54
28047 Collado Villalba;Ambos sexos;2016;21,11
28047 Collado Villalba;Ambos sexos;2015;21,11
28047 Collado Villalba;Ambos sexos;2014;21,14
28047 Collado Villalba;Hombres;2021;19,17
28047 Collado Villalba;Hombres;2020;19,14
28047 Collado Villalba;Hombres;2019;19,25
28047 Collado Villalba;Hombres;2018;19,73
28047 Collado Villalba;Hombres;2017;19,43
28047 Collado Villalba;Hombres;2016;18,96
28047 Collado Villalba;Hombres;2015;19,19
28047 Collado Villalba;Hombres;2014;19,22
28047 Collado Villalba;Mujeres;2021;22,3
28047 Collado Villalba;Mujeres;2020;22,15
28047 Collado Villalba;Mujeres;2019;22,32
28047 Collado Villalba;Mujeres;2018;22,97
28047 Collado Villalba;Mujeres;2017;23,33
28047 Collado Villalba;Mujeres;2016;22,97
28047 Collado Villalba;Mujeres;2015;22,78
28047 Collado Villalba;Mujeres;2014;22,82
28045 Colmenar Viejo;Ambos sexos;2021;21,27
28045 Colmenar Viejo;Ambos sexos;2020;20,89
28045 Colmenar Viejo;Ambos sexos;2019;20,63
28045 Colmenar Viejo;Ambos sexos;2018;21,13
28045 Colmenar Viejo;Ambos sexos;2017;""
28045 Colmenar Viejo;Ambos sexos;2016;""
28045 Colmenar Viejo;Ambos sexos;2015;""
28045 Colmenar Viejo;Ambos sexos;2014;""
28045 Colmenar Viejo;Hombres;2021;18,87
28045 Colmenar Viejo;Hombres;2020;18,53
28045 Colmenar Viejo;Hombres;2019;18,53
28045 Colmenar Viejo;Hombres;2018;19,43
28045 Colmenar Viejo;Hombres;2017;""
28045 Colmenar Viejo;Hombres;2016;""
28045 Colmenar Viejo;Hombres;2015;""
28045 Colmenar Viejo;Hombres;2014;""
28045 Colmenar Viejo;Mujeres;2021;23,55
28045 Colmenar Viejo;Mujeres;2020;23,17
28045 Colmenar Viejo;Mujeres;2019;22,61
28045 Colmenar Viejo;Mujeres;2018;22,71
28045 Colmenar Viejo;Mujeres;2017;""
28045 Colmenar Viejo;Mujeres;2016;""
28045 Colmenar Viejo;Mujeres;2015;""
28045 Colmenar Viejo;Mujeres;2014;""
14021 Córdoba;Ambos sexos;2021;20,43
14021 Córdoba;Ambos sexos;2020;20,6
14021 Córdoba;Ambos sexos;2019;20,58
14021 Córdoba;Ambos sexos;2018;20,52
14021 Córdoba;Ambos sexos;2017;20,39
14021 Córdoba;Ambos sexos;2016;20,27
14021 Córdoba;Ambos sexos;2015;20,4
14021 Córdoba;Ambos sexos;2014;20,39
14021 Córdoba;Hombres;2021;18,38
14021 Córdoba;Hombres;2020;18,52
14021 Córdoba;Hombres;2019;18,47
14021 Córdoba;Hombres;2018;18,34
14021 Córdoba;Hombres;2017;18,09
14021 Córdoba;Hombres;2016;17,92
14021 Córdoba;Hombres;2015;17,92
14021 Córdoba;Hombres;2014;18,08
14021 Córdoba;Mujeres;2021;22,14
14021 Córdoba;Mujeres;2020;22,33
14021 Córdoba;Mujeres;2019;22,33
14021 Córdoba;Mujeres;2018;22,33
14021 Córdoba;Mujeres;2017;22,33
14021 Córdoba;Mujeres;2016;22,25
14021 Córdoba;Mujeres;2015;22,49
14021 Córdoba;Mujeres;2014;22,28
08073 Cornellà de Llobregat;Ambos sexos;2021;21,04
08073 Cornellà de Llobregat;Ambos sexos;2020;20,93
08073 Cornellà de Llobregat;Ambos sexos;2019;21,05
08073 Cornellà de Llobregat;Ambos sexos;2018;21,41
08073 Cornellà de Llobregat;Ambos sexos;2017;21,41
08073 Cornellà de Llobregat;Ambos sexos;2016;21,24
08073 Cornellà de Llobregat;Ambos sexos;2015;21,11
08073 Cornellà de Llobregat;Ambos sexos;2014;20,9
08073 Cornellà de Llobregat;Hombres;2021;18,65
08073 Cornellà de Llobregat;Hombres;2020;18,5
08073 Cornellà de Llobregat;Hombres;2019;18,73
08073 Cornellà de Llobregat;Hombres;2018;19,29
08073 Cornellà de Llobregat;Hombres;2017;19,3
08073 Cornellà de Llobregat;Hombres;2016;19,03
08073 Cornellà de Llobregat;Hombres;2015;18,71
08073 Cornellà de Llobregat;Hombres;2014;18,56
08073 Cornellà de Llobregat;Mujeres;2021;23,14
08073 Cornellà de Llobregat;Mujeres;2020;23,07
08073 Cornellà de Llobregat;Mujeres;2019;23,06
08073 Cornellà de Llobregat;Mujeres;2018;23,19
08073 Cornellà de Llobregat;Mujeres;2017;23,18
08073 Cornellà de Llobregat;Mujeres;2016;23,11
08073 Cornellà de Llobregat;Mujeres;2015;23,22
08073 Cornellà de Llobregat;Mujeres;2014;22,97
15030 Coruña, A;Ambos sexos;2021;21,65
15030 Coruña, A;Ambos sexos;2020;21,77
15030 Coruña, A;Ambos sexos;2019;21,75
15030 Coruña, A;Ambos sexos;2018;21,73
15030 Coruña, A;Ambos sexos;2017;21,48
15030 Coruña, A;Ambos sexos;2016;21,39
15030 Coruña, A;Ambos sexos;2015;21,33
15030 Coruña, A;Ambos sexos;2014;21,17
15030 Coruña, A;Hombres;2021;19,38
15030 Coruña, A;Hombres;2020;19,46
15030 Coruña, A;Hombres;2019;19,52
15030 Coruña, A;Hombres;2018;19,48
15030 Coruña, A;Hombres;2017;19,28
15030 Coruña, A;Hombres;2016;19,09
15030 Coruña, A;Hombres;2015;18,95
15030 Coruña, A;Hombres;2014;18,88
15030 Coruña, A;Mujeres;2021;23,46
15030 Coruña, A;Mujeres;2020;23,61
15030 Coruña, A;Mujeres;2019;23,5
15030 Coruña, A;Mujeres;2018;23,48
15030 Coruña, A;Mujeres;2017;23,2
15030 Coruña, A;Mujeres;2016;23,19
15030 Coruña, A;Mujeres;2015;23,21
15030 Coruña, A;Mujeres;2014;22,96
28049 Coslada;Ambos sexos;2021;20,95
28049 Coslada;Ambos sexos;2020;20,87
28049 Coslada;Ambos sexos;2019;21,19
28049 Coslada;Ambos sexos;2018;21,75
28049 Coslada;Ambos sexos;2017;21,7
28049 Coslada;Ambos sexos;2016;21,25
28049 Coslada;Ambos sexos;2015;21,14
28049 Coslada;Ambos sexos;2014;21,12
28049 Coslada;Hombres;2021;19,07
28049 Coslada;Hombres;2020;18,96
28049 Coslada;Hombres;2019;19,14
28049 Coslada;Hombres;2018;19,78
28049 Coslada;Hombres;2017;19,61
28049 Coslada;Hombres;2016;19,35
28049 Coslada;Hombres;2015;19,31
28049 Coslada;Hombres;2014;19,22
28049 Coslada;Mujeres;2021;22,71
28049 Coslada;Mujeres;2020;22,71
28049 Coslada;Mujeres;2019;23,18
28049 Coslada;Mujeres;2018;23,65
28049 Coslada;Mujeres;2017;23,71
28049 Coslada;Mujeres;2016;23,09
28049 Coslada;Mujeres;2015;22,9
28049 Coslada;Mujeres;2014;22,9
16078 Cuenca;Ambos sexos;2021;20,54
16078 Cuenca;Ambos sexos;2020;20,55
16078 Cuenca;Ambos sexos;2019;20,3
16078 Cuenca;Ambos sexos;2018;21,11
16078 Cuenca;Ambos sexos;2017;21,05
16078 Cuenca;Ambos sexos;2016;21,07
16078 Cuenca;Ambos sexos;2015;20,86
16078 Cuenca;Ambos sexos;2014;20,73
16078 Cuenca;Hombres;2021;17,87
16078 Cuenca;Hombres;2020;17,76
16078 Cuenca;Hombres;2019;17,73
16078 Cuenca;Hombres;2018;18,96
16078 Cuenca;Hombres;2017;18,62
16078 Cuenca;Hombres;2016;18,72
16078 Cuenca;Hombres;2015;18,44
16078 Cuenca;Hombres;2014;18,52
16078 Cuenca;Mujeres;2021;22,95
16078 Cuenca;Mujeres;2020;23,1
16078 Cuenca;Mujeres;2019;22,64
16078 Cuenca;Mujeres;2018;22,95
16078 Cuenca;Mujeres;2017;23,18
16078 Cuenca;Mujeres;2016;23,1
16078 Cuenca;Mujeres;2015;22,97
16078 Cuenca;Mujeres;2014;22,63
20069 Donostia/San Sebastián;Ambos sexos;2021;21,6
20069 Donostia/San Sebastián;Ambos sexos;2020;21,81
20069 Donostia/San Sebastián;Ambos sexos;2019;21,71
20069 Donostia/San Sebastián;Ambos sexos;2018;21,89
20069 Donostia/San Sebastián;Ambos sexos;2017;21,68
20069 Donostia/San Sebastián;Ambos sexos;2016;21,67
20069 Donostia/San Sebastián;Ambos sexos;2015;21,52
20069 Donostia/San Sebastián;Ambos sexos;2014;21,42
20069 Donostia/San Sebastián;Hombres;2021;19,42
20069 Donostia/San Sebastián;Hombres;2020;19,64
20069 Donostia/San Sebastián;Hombres;2019;19,55
20069 Donostia/San Sebastián;Hombres;2018;19,75
20069 Donostia/San Sebastián;Hombres;2017;19,42
20069 Donostia/San Sebastián;Hombres;2016;19,49
20069 Donostia/San Sebastián;Hombres;2015;19,24
20069 Donostia/San Sebastián;Hombres;2014;19,05
20069 Donostia/San Sebastián;Mujeres;2021;23,35
20069 Donostia/San Sebastián;Mujeres;2020;23,52
20069 Donostia/San Sebastián;Mujeres;2019;23,41
20069 Donostia/San Sebastián;Mujeres;2018;23,51
20069 Donostia/San Sebastián;Mujeres;2017;23,39
20069 Donostia/San Sebastián;Mujeres;2016;23,29
20069 Donostia/San Sebastián;Mujeres;2015;23,23
20069 Donostia/San Sebastián;Mujeres;2014;23,21
41038 Dos Hermanas;Ambos sexos;2021;19,83
41038 Dos Hermanas;Ambos sexos;2020;20,05
41038 Dos Hermanas;Ambos sexos;2019;20,04
41038 Dos Hermanas;Ambos sexos;2018;19,94
41038 Dos Hermanas;Ambos sexos;2017;19,69
41038 Dos Hermanas;Ambos sexos;2016;19,62
41038 Dos Hermanas;Ambos sexos;2015;19,6
41038 Dos Hermanas;Ambos sexos;2014;19,67
41038 Dos Hermanas;Hombres;2021;17,85
41038 Dos Hermanas;Hombres;2020;18,09
41038 Dos Hermanas;Hombres;2019;18,09
41038 Dos Hermanas;Hombres;2018;18,11
41038 Dos Hermanas;Hombres;2017;17,9
41038 Dos Hermanas;Hombres;2016;17,76
41038 Dos Hermanas;Hombres;2015;17,72
41038 Dos Hermanas;Hombres;2014;17,67
41038 Dos Hermanas;Mujeres;2021;21,66
41038 Dos Hermanas;Mujeres;2020;21,84
41038 Dos Hermanas;Mujeres;2019;21,77
41038 Dos Hermanas;Mujeres;2018;21,55
41038 Dos Hermanas;Mujeres;2017;21,29
41038 Dos Hermanas;Mujeres;2016;21,3
41038 Dos Hermanas;Mujeres;2015;21,23
41038 Dos Hermanas;Mujeres;2014;21,39
07026 Eivissa;Ambos sexos;2021;19,96
07026 Eivissa;Ambos sexos;2020;20,29
07026 Eivissa;Ambos sexos;2019;20,62
07026 Eivissa;Ambos sexos;2018;""
07026 Eivissa;Ambos sexos;2017;""
07026 Eivissa;Ambos sexos;2016;""
07026 Eivissa;Ambos sexos;2015;""
07026 Eivissa;Ambos sexos;2014;""
07026 Eivissa;Hombres;2021;17,81
07026 Eivissa;Hombres;2020;18,45
07026 Eivissa;Hombres;2019;18,71
07026 Eivissa;Hombres;2018;""
07026 Eivissa;Hombres;2017;""
07026 Eivissa;Hombres;2016;""
07026 Eivissa;Hombres;2015;""
07026 Eivissa;Hombres;2014;""
07026 Eivissa;Mujeres;2021;22,01
07026 Eivissa;Mujeres;2020;21,98
07026 Eivissa;Mujeres;2019;22,35
07026 Eivissa;Mujeres;2018;""
07026 Eivissa;Mujeres;2017;""
07026 Eivissa;Mujeres;2016;""
07026 Eivissa;Mujeres;2015;""
07026 Eivissa;Mujeres;2014;""
04902 Ejido, El;Ambos sexos;2021;18,93
04902 Ejido, El;Ambos sexos;2020;19,4
04902 Ejido, El;Ambos sexos;2019;19,58
04902 Ejido, El;Ambos sexos;2018;19,47
04902 Ejido, El;Ambos sexos;2017;19,37
04902 Ejido, El;Ambos sexos;2016;19,6
04902 Ejido, El;Ambos sexos;2015;19,43
04902 Ejido, El;Ambos sexos;2014;19,11
04902 Ejido, El;Hombres;2021;16,37
04902 Ejido, El;Hombres;2020;16,82
04902 Ejido, El;Hombres;2019;17,14
04902 Ejido, El;Hombres;2018;17,49
04902 Ejido, El;Hombres;2017;17,36
04902 Ejido, El;Hombres;2016;17,8
04902 Ejido, El;Hombres;2015;17,01
04902 Ejido, El;Hombres;2014;16,93
04902 Ejido, El;Mujeres;2021;21,5
04902 Ejido, El;Mujeres;2020;21,96
04902 Ejido, El;Mujeres;2019;21,97
04902 Ejido, El;Mujeres;2018;21,34
04902 Ejido, El;Mujeres;2017;21,27
04902 Ejido, El;Mujeres;2016;21,25
04902 Ejido, El;Mujeres;2015;21,8
04902 Ejido, El;Mujeres;2014;21,24
03065 Elx/Elche;Ambos sexos;2021;20,62
03065 Elx/Elche;Ambos sexos;2020;20,69
03065 Elx/Elche;Ambos sexos;2019;20,6
03065 Elx/Elche;Ambos sexos;2018;20,59
03065 Elx/Elche;Ambos sexos;2017;20,54
03065 Elx/Elche;Ambos sexos;2016;20,6
03065 Elx/Elche;Ambos sexos;2015;20,54
03065 Elx/Elche;Ambos sexos;2014;20,28
03065 Elx/Elche;Hombres;2021;18,84
03065 Elx/Elche;Hombres;2020;19,01
03065 Elx/Elche;Hombres;2019;18,82
03065 Elx/Elche;Hombres;2018;18,71
03065 Elx/Elche;Hombres;2017;18,65
03065 Elx/Elche;Hombres;2016;18,63
03065 Elx/Elche;Hombres;2015;18,71
03065 Elx/Elche;Hombres;2014;18,41
03065 Elx/Elche;Mujeres;2021;22,23
03065 Elx/Elche;Mujeres;2020;22,21
03065 Elx/Elche;Mujeres;2019;22,21
03065 Elx/Elche;Mujeres;2018;22,29
03065 Elx/Elche;Mujeres;2017;22,26
03065 Elx/Elche;Mujeres;2016;22,4
03065 Elx/Elche;Mujeres;2015;22,2
03065 Elx/Elche;Mujeres;2014;21,98
03066 Elda;Ambos sexos;2021;20,41
03066 Elda;Ambos sexos;2020;20,54
03066 Elda;Ambos sexos;2019;20,66
03066 Elda;Ambos sexos;2018;20,64
03066 Elda;Ambos sexos;2017;20,4
03066 Elda;Ambos sexos;2016;20,46
03066 Elda;Ambos sexos;2015;20,26
03066 Elda;Ambos sexos;2014;20,49
03066 Elda;Hombres;2021;18,28
03066 Elda;Hombres;2020;18,43
03066 Elda;Hombres;2019;18,54
03066 Elda;Hombres;2018;18,65
03066 Elda;Hombres;2017;18,32
03066 Elda;Hombres;2016;18,47
03066 Elda;Hombres;2015;18,36
03066 Elda;Hombres;2014;18,58
03066 Elda;Mujeres;2021;22,32
03066 Elda;Mujeres;2020;22,39
03066 Elda;Mujeres;2019;22,52
03066 Elda;Mujeres;2018;22,37
03066 Elda;Mujeres;2017;22,23
03066 Elda;Mujeres;2016;22,19
03066 Elda;Mujeres;2015;21,89
03066 Elda;Mujeres;2014;22,1
29051 Estepona;Ambos sexos;2021;19,62
29051 Estepona;Ambos sexos;2020;19,95
29051 Estepona;Ambos sexos;2019;20,08
29051 Estepona;Ambos sexos;2018;20,01
29051 Estepona;Ambos sexos;2017;19,49
29051 Estepona;Ambos sexos;2016;19,31
29051 Estepona;Ambos sexos;2015;19,11
29051 Estepona;Ambos sexos;2014;19,37
29051 Estepona;Hombres;2021;18,09
29051 Estepona;Hombres;2020;18,37
29051 Estepona;Hombres;2019;18,45
29051 Estepona;Hombres;2018;18,04
29051 Estepona;Hombres;2017;17,63
29051 Estepona;Hombres;2016;17,35
29051 Estepona;Hombres;2015;17,38
29051 Estepona;Hombres;2014;17,6
29051 Estepona;Mujeres;2021;21,12
29051 Estepona;Mujeres;2020;21,48
29051 Estepona;Mujeres;2019;21,6
29051 Estepona;Mujeres;2018;21,93
29051 Estepona;Mujeres;2017;21,32
29051 Estepona;Mujeres;2016;21,28
29051 Estepona;Mujeres;2015;20,84
29051 Estepona;Mujeres;2014;21,15
15036 Ferrol;Ambos sexos;2021;20,66
15036 Ferrol;Ambos sexos;2020;20,94
15036 Ferrol;Ambos sexos;2019;20,83
15036 Ferrol;Ambos sexos;2018;20,76
15036 Ferrol;Ambos sexos;2017;20,44
15036 Ferrol;Ambos sexos;2016;20,39
15036 Ferrol;Ambos sexos;2015;20,34
15036 Ferrol;Ambos sexos;2014;20,49
15036 Ferrol;Hombres;2021;18,31
15036 Ferrol;Hombres;2020;18,71
15036 Ferrol;Hombres;2019;18,65
15036 Ferrol;Hombres;2018;18,64
15036 Ferrol;Hombres;2017;18,08
15036 Ferrol;Hombres;2016;17,89
15036 Ferrol;Hombres;2015;17,83
15036 Ferrol;Hombres;2014;18,12
15036 Ferrol;Mujeres;2021;22,57
15036 Ferrol;Mujeres;2020;22,71
15036 Ferrol;Mujeres;2019;22,56
15036 Ferrol;Mujeres;2018;22,45
15036 Ferrol;Mujeres;2017;22,36
15036 Ferrol;Mujeres;2016;22,46
15036 Ferrol;Mujeres;2015;22,4
15036 Ferrol;Mujeres;2014;22,39
29054 Fuengirola;Ambos sexos;2021;20,82
29054 Fuengirola;Ambos sexos;2020;21,25
29054 Fuengirola;Ambos sexos;2019;20,99
29054 Fuengirola;Ambos sexos;2018;21,14
29054 Fuengirola;Ambos sexos;2017;20,57
29054 Fuengirola;Ambos sexos;2016;20,65
29054 Fuengirola;Ambos sexos;2015;20,57
29054 Fuengirola;Ambos sexos;2014;20,8
29054 Fuengirola;Hombres;2021;18,86
29054 Fuengirola;Hombres;2020;19,61
